ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0060271,cilium assembly,25/414,398/18986,0.06281407035175879,2.8806471973393535,5.6612022296183735,2.4328567562634055e-6,0.005106177807753351,0.0048747653849205265,ABCC4/ASAP1/B9D1/BBOF1/BBS5/CCDC40/CCDC65/CEP250/CFAP43/IFT56/KIF24/ODF2/PCM1/PIERCE1/PLA2G3/RABL2B/RFX2/RILPL2/SNAP29/SSX2IP/TCTN1/TCTN2/TMEM231/TMEM237/TTC39C,25
GO:0044782,cilium organization,26/414,427/18986,0.06088992974238876,2.792406294900949,5.593057007394466,2.7074113508766444e-6,0.005106177807753351,0.0048747653849205265,ABCC4/ASAP1/B9D1/BBOF1/BBS5/CCDC40/CCDC65/CEP250/CFAP43/IFT56/KIF24/NEDD9/ODF2/PCM1/PIERCE1/PLA2G3/RABL2B/RFX2/RILPL2/SNAP29/SSX2IP/TCTN1/TCTN2/TMEM231/TMEM237/TTC39C,26
